tick,agent_a,agent_b
817,drone_3,drone_4
818,drone_0,drone_2
818,drone_1,drone_4
818,drone_2,drone_3
818,drone_3,drone_4
819,drone_1,drone_4
819,drone_2,drone_3
819,drone_3,drone_4
820,drone_1,drone_4
820,drone_2,drone_3
820,drone_3,drone_4
821,drone_1,drone_4
821,drone_2,drone_3
821,drone_3,drone_4
822,drone_1,drone_4
822,drone_2,drone_3
822,drone_3,drone_4
823,drone_1,drone_4
823,drone_2,drone_3
823,drone_3,drone_4
824,drone_1,drone_4
824,drone_2,drone_3
824,drone_3,drone_4
825,drone_1,drone_4
825,drone_2,drone_3
825,drone_3,drone_4
826,drone_1,drone_4
826,drone_2,drone_3
826,drone_3,drone_4
827,drone_1,drone_4
827,drone_2,drone_3
827,drone_3,drone_4
828,drone_1,drone_4
828,drone_2,drone_3
828,drone_3,drone_4
829,drone_1,drone_4
829,drone_2,drone_3
829,drone_3,drone_4
830,drone_1,drone_4
830,drone_2,drone_3
830,drone_3,drone_4
831,drone_1,drone_4
831,drone_2,drone_3
831,drone_3,drone_4
832,drone_1,drone_4
832,drone_2,drone_3
832,drone_3,drone_4
833,drone_1,drone_4
833,drone_2,drone_3
833,drone_3,drone_4
834,drone_1,drone_4
834,drone_2,drone_3
834,drone_3,drone_4
835,drone_1,drone_4
835,drone_2,drone_3
835,drone_3,drone_4
836,drone_1,drone_4
836,drone_2,drone_3
836,drone_3,drone_4
837,drone_1,drone_4
837,drone_2,drone_3
838,drone_1,drone_4
838,drone_2,drone_3
838,drone_3,drone_4
839,drone_1,drone_4
839,drone_2,drone_3
840,drone_1,drone_4
840,drone_2,drone_3
840,drone_3,drone_4
841,drone_1,drone_4
841,drone_2,drone_3
842,drone_1,drone_4
842,drone_2,drone_3
843,drone_1,drone_4
843,drone_2,drone_3
844,drone_1,drone_4
844,drone_2,drone_3
845,drone_1,drone_4
845,drone_2,drone_3
846,drone_1,drone_4
846,drone_2,drone_3
847,drone_1,drone_4
847,drone_2,drone_3
848,drone_1,drone_4
848,drone_2,drone_3
849,drone_1,drone_4
849,drone_2,drone_3
850,drone_1,drone_4
850,drone_2,drone_3
851,drone_1,drone_4
851,drone_2,drone_3
852,drone_1,drone_4
852,drone_2,drone_3
853,drone_1,drone_4
853,drone_2,drone_3
854,drone_1,drone_4
854,drone_2,drone_3
855,drone_0,drone_2
855,drone_1,drone_4
855,drone_2,drone_3
856,drone_0,drone_2
856,drone_1,drone_4
856,drone_2,drone_3
857,drone_0,drone_2
857,drone_1,drone_4
857,drone_2,drone_3
858,drone_1,drone_4
858,drone_2,drone_3
859,drone_1,drone_4
859,drone_2,drone_3
860,drone_1,drone_4
860,drone_2,drone_3
861,drone_1,drone_4
861,drone_2,drone_3
862,drone_1,drone_4
862,drone_2,drone_3
863,drone_1,drone_4
863,drone_2,drone_3
864,drone_1,drone_4
864,drone_2,drone_3
865,drone_1,drone_4
865,drone_2,drone_3
866,drone_0,drone_4
866,drone_1,drone_4
866,drone_2,drone_3
867,drone_0,drone_4
867,drone_2,drone_3
868,drone_0,drone_4
868,drone_2,drone_3
869,drone_0,drone_4
869,drone_2,drone_3
870,drone_0,drone_4
870,drone_2,drone_3
871,drone_0,drone_4
871,drone_2,drone_3
872,drone_0,drone_4
872,drone_2,drone_3
873,drone_0,drone_4
873,drone_2,drone_3
874,drone_0,drone_4
874,drone_2,drone_3
875,drone_0,drone_4
875,drone_2,drone_3
876,drone_0,drone_4
876,drone_2,drone_3
877,drone_0,drone_4
877,drone_2,drone_3
878,drone_0,drone_4
878,drone_2,drone_3
879,drone_0,drone_4
879,drone_2,drone_3
880,drone_0,drone_4
880,drone_2,drone_3
881,drone_0,drone_4
881,drone_2,drone_3
882,drone_0,drone_4
882,drone_2,drone_3
883,drone_0,drone_4
883,drone_2,drone_3
884,drone_0,drone_4
884,drone_2,drone_3
885,drone_0,drone_4
885,drone_2,drone_3
886,drone_0,drone_4
886,drone_2,drone_3
887,drone_0,drone_4
887,drone_2,drone_3
888,drone_0,drone_4
888,drone_2,drone_3
889,drone_0,drone_4
889,drone_2,drone_3
890,drone_0,drone_4
890,drone_2,drone_3
891,drone_0,drone_4
891,drone_2,drone_3
892,drone_0,drone_4
892,drone_2,drone_3
893,drone_0,drone_4
893,drone_2,drone_3
894,drone_0,drone_4
894,drone_2,drone_3
895,drone_0,drone_4
895,drone_2,drone_3
896,drone_0,drone_4
896,drone_2,drone_3
897,drone_0,drone_4
897,drone_2,drone_3
898,drone_0,drone_4
898,drone_2,drone_3
899,drone_0,drone_4
899,drone_2,drone_3
900,drone_0,drone_4
900,drone_2,drone_3
901,drone_0,drone_4
901,drone_2,drone_3
902,drone_0,drone_4
902,drone_2,drone_3
903,drone_0,drone_4
903,drone_2,drone_3
904,drone_0,drone_4
904,drone_2,drone_3
905,drone_0,drone_4
905,drone_2,drone_3
906,drone_0,drone_4
906,drone_2,drone_3
907,drone_0,drone_4
907,drone_2,drone_3
908,drone_0,drone_4
908,drone_2,drone_3
909,drone_0,drone_4
909,drone_2,drone_3
910,drone_0,drone_4
910,drone_2,drone_3
911,drone_0,drone_4
911,drone_2,drone_3
912,drone_0,drone_4
912,drone_2,drone_3
913,drone_0,drone_4
913,drone_2,drone_3
914,drone_0,drone_4
914,drone_2,drone_3
915,drone_0,drone_4
915,drone_2,drone_3
916,drone_0,drone_4
916,drone_2,drone_3
917,drone_0,drone_4
917,drone_2,drone_3
918,drone_0,drone_4
918,drone_2,drone_3
919,drone_0,drone_4
919,drone_2,drone_3
920,drone_0,drone_4
920,drone_2,drone_3
921,drone_0,drone_4
921,drone_2,drone_3
922,drone_0,drone_4
922,drone_2,drone_3
923,drone_0,drone_4
924,drone_0,drone_4
925,drone_0,drone_4
926,drone_0,drone_4
927,drone_0,drone_4
927,drone_1,drone_2
928,drone_0,drone_4
928,drone_2,drone_3
929,drone_0,drone_4
929,drone_1,drone_2
929,drone_2,drone_3
930,drone_0,drone_4
930,drone_2,drone_3
931,drone_0,drone_4
931,drone_1,drone_2
931,drone_2,drone_3
932,drone_0,drone_4
932,drone_2,drone_3
933,drone_0,drone_4
933,drone_1,drone_2
933,drone_2,drone_3
934,drone_0,drone_4
934,drone_2,drone_3
935,drone_0,drone_4
935,drone_1,drone_2
935,drone_2,drone_3
936,drone_0,drone_4
936,drone_2,drone_3
937,drone_0,drone_4
937,drone_1,drone_2
937,drone_2,drone_3
938,drone_0,drone_4
938,drone_2,drone_3
939,drone_0,drone_4
939,drone_2,drone_3
940,drone_0,drone_4
940,drone_2,drone_3
941,drone_0,drone_4
941,drone_1,drone_2
941,drone_2,drone_3
942,drone_0,drone_4
942,drone_2,drone_3
943,drone_0,drone_4
943,drone_1,drone_2
943,drone_2,drone_3
944,drone_0,drone_4
944,drone_2,drone_3
945,drone_0,drone_4
945,drone_1,drone_2
945,drone_2,drone_3
946,drone_0,drone_4
946,drone_2,drone_3
947,drone_0,drone_4
947,drone_1,drone_2
947,drone_2,drone_3
948,drone_0,drone_4
948,drone_1,drone_2
948,drone_2,drone_3
949,drone_0,drone_4
949,drone_1,drone_2
949,drone_2,drone_3
950,drone_0,drone_4
950,drone_1,drone_2
950,drone_1,drone_3
950,drone_2,drone_3
951,drone_0,drone_4
951,drone_1,drone_2
951,drone_1,drone_3
951,drone_2,drone_3
952,drone_0,drone_4
952,drone_1,drone_2
952,drone_1,drone_3
952,drone_2,drone_3
953,drone_0,drone_4
953,drone_1,drone_2
953,drone_1,drone_3
953,drone_2,drone_3
954,drone_0,drone_4
954,drone_1,drone_2
954,drone_1,drone_3
954,drone_2,drone_3
955,drone_0,drone_4
955,drone_1,drone_2
955,drone_1,drone_3
955,drone_2,drone_3
956,drone_0,drone_4
956,drone_1,drone_2
956,drone_1,drone_3
956,drone_2,drone_3
957,drone_0,drone_4
957,drone_1,drone_2
957,drone_1,drone_3
957,drone_2,drone_3
958,drone_0,drone_4
958,drone_1,drone_2
958,drone_1,drone_3
958,drone_2,drone_3
959,drone_0,drone_4
959,drone_1,drone_2
959,drone_1,drone_3
959,drone_2,drone_3
960,drone_0,drone_4
960,drone_1,drone_2
960,drone_1,drone_3
960,drone_2,drone_3
961,drone_0,drone_4
961,drone_1,drone_2
961,drone_1,drone_3
961,drone_2,drone_3
962,drone_0,drone_4
962,drone_1,drone_2
962,drone_1,drone_3
962,drone_2,drone_3
963,drone_0,drone_4
963,drone_1,drone_2
963,drone_1,drone_3
963,drone_2,drone_3
964,drone_0,drone_4
964,drone_1,drone_2
964,drone_1,drone_3
964,drone_2,drone_3
965,drone_0,drone_4
965,drone_1,drone_2
965,drone_1,drone_3
965,drone_2,drone_3
966,drone_0,drone_4
966,drone_1,drone_2
966,drone_1,drone_3
966,drone_2,drone_3
967,drone_0,drone_4
967,drone_1,drone_2
967,drone_1,drone_3
967,drone_2,drone_3
968,drone_0,drone_4
968,drone_1,drone_2
968,drone_1,drone_3
968,drone_2,drone_3
969,drone_0,drone_4
969,drone_1,drone_2
969,drone_1,drone_3
969,drone_2,drone_3
970,drone_0,drone_4
970,drone_1,drone_2
970,drone_1,drone_3
970,drone_2,drone_3
971,drone_0,drone_4
971,drone_1,drone_2
971,drone_1,drone_3
971,drone_2,drone_3
972,drone_0,drone_4
972,drone_1,drone_2
972,drone_1,drone_3
972,drone_2,drone_3
973,drone_0,drone_4
973,drone_1,drone_2
973,drone_1,drone_3
973,drone_2,drone_3
974,drone_0,drone_4
974,drone_1,drone_2
974,drone_1,drone_3
974,drone_2,drone_3
975,drone_0,drone_4
975,drone_1,drone_2
975,drone_1,drone_3
975,drone_2,drone_3
976,drone_0,drone_4
976,drone_1,drone_2
976,drone_1,drone_3
976,drone_2,drone_3
977,drone_0,drone_4
977,drone_1,drone_2
977,drone_1,drone_3
977,drone_2,drone_3
978,drone_0,drone_4
978,drone_1,drone_2
978,drone_2,drone_3
979,drone_0,drone_4
979,drone_1,drone_2
979,drone_2,drone_3
980,drone_0,drone_4
980,drone_2,drone_3
981,drone_0,drone_4
981,drone_2,drone_3
982,drone_0,drone_4
982,drone_2,drone_3
983,drone_0,drone_4
983,drone_2,drone_3
984,drone_0,drone_4
984,drone_2,drone_3
985,drone_0,drone_4
985,drone_1,drone_3
985,drone_2,drone_3
986,drone_0,drone_4
986,drone_1,drone_3
986,drone_2,drone_3
987,drone_0,drone_4
987,drone_1,drone_3
987,drone_2,drone_3
988,drone_0,drone_4
988,drone_1,drone_3
988,drone_2,drone_3
989,drone_0,drone_4
989,drone_1,drone_3
989,drone_2,drone_3
990,drone_0,drone_4
990,drone_1,drone_3
990,drone_2,drone_3
991,drone_0,drone_4
991,drone_1,drone_3
991,drone_2,drone_3
992,drone_0,drone_4
992,drone_1,drone_3
992,drone_2,drone_3
993,drone_0,drone_4
993,drone_1,drone_3
993,drone_2,drone_3
994,drone_0,drone_4
994,drone_1,drone_3
994,drone_2,drone_3
995,drone_0,drone_4
995,drone_1,drone_2
995,drone_1,drone_3
995,drone_2,drone_3
996,drone_0,drone_4
996,drone_1,drone_2
996,drone_1,drone_3
996,drone_2,drone_3
997,drone_0,drone_4
997,drone_1,drone_2
997,drone_1,drone_3
997,drone_2,drone_3
998,drone_0,drone_4
998,drone_1,drone_2
998,drone_1,drone_3
998,drone_2,drone_3
999,drone_0,drone_4
999,drone_1,drone_2
999,drone_1,drone_3
999,drone_2,drone_3
1000,drone_0,drone_4
1000,drone_1,drone_2
1000,drone_1,drone_3
1000,drone_2,drone_3
1001,drone_0,drone_4
1001,drone_1,drone_2
1001,drone_1,drone_3
1001,drone_2,drone_3
1002,drone_0,drone_4
1002,drone_1,drone_2
1002,drone_1,drone_3
1002,drone_2,drone_3
1003,drone_0,drone_4
1003,drone_1,drone_2
1003,drone_1,drone_3
1003,drone_2,drone_3
1004,drone_0,drone_4
1004,drone_1,drone_2
1004,drone_1,drone_3
1004,drone_2,drone_3
1005,drone_0,drone_4
1005,drone_1,drone_2
1005,drone_1,drone_3
1005,drone_2,drone_3
1006,drone_0,drone_4
1006,drone_1,drone_2
1006,drone_1,drone_3
1006,drone_2,drone_3
1007,drone_0,drone_4
1007,drone_1,drone_2
1007,drone_2,drone_3
1008,drone_0,drone_4
1008,drone_1,drone_2
1008,drone_2,drone_3
1009,drone_0,drone_4
1009,drone_1,drone_2
1009,drone_2,drone_3
1010,drone_0,drone_4
1010,drone_1,drone_2
1010,drone_2,drone_3
1011,drone_0,drone_4
1011,drone_1,drone_2
1011,drone_2,drone_3
1012,drone_0,drone_4
1012,drone_1,drone_2
1012,drone_2,drone_3
1013,drone_0,drone_4
1013,drone_1,drone_2
1013,drone_2,drone_3
1014,drone_0,drone_4
1014,drone_1,drone_2
1014,drone_2,drone_3
1015,drone_0,drone_4
1015,drone_1,drone_2
1015,drone_2,drone_3
1016,drone_0,drone_4
1016,drone_1,drone_2
1016,drone_2,drone_3
1017,drone_0,drone_4
1017,drone_1,drone_2
1017,drone_2,drone_3
1018,drone_0,drone_4
1018,drone_1,drone_2
1018,drone_2,drone_3
1019,drone_0,drone_4
1019,drone_1,drone_2
1019,drone_2,drone_3
1020,drone_0,drone_4
1020,drone_1,drone_2
1020,drone_2,drone_3
1021,drone_0,drone_4
1021,drone_1,drone_2
1021,drone_2,drone_3
1022,drone_0,drone_4
1022,drone_1,drone_2
1022,drone_2,drone_3
1023,drone_0,drone_4
1023,drone_1,drone_2
1024,drone_0,drone_4
1024,drone_1,drone_2
1025,drone_0,drone_4
1026,drone_0,drone_4
1027,drone_0,drone_4
1028,drone_0,drone_4
1028,drone_2,drone_3
1029,drone_0,drone_4
1029,drone_2,drone_3
1030,drone_0,drone_4
1030,drone_2,drone_3
1031,drone_0,drone_4
1031,drone_2,drone_3
1032,drone_0,drone_4
1032,drone_2,drone_3
1033,drone_0,drone_4
1034,drone_0,drone_4
1035,drone_0,drone_4
1036,drone_0,drone_4
1036,drone_1,drone_2
1037,drone_0,drone_4
1037,drone_1,drone_2
1038,drone_1,drone_2
1039,drone_1,drone_2
1040,drone_1,drone_2
1041,drone_1,drone_2
1042,drone_1,drone_2
1043,drone_1,drone_2
1043,drone_3,drone_4
1044,drone_1,drone_2
1044,drone_3,drone_4
1045,drone_1,drone_2
1045,drone_3,drone_4
1046,drone_1,drone_2
1046,drone_3,drone_4
1047,drone_1,drone_2
1047,drone_3,drone_4
1048,drone_1,drone_2
1048,drone_3,drone_4
1049,drone_3,drone_4
1050,drone_0,drone_2
1050,drone_3,drone_4
1051,drone_0,drone_1
1051,drone_0,drone_2
1051,drone_1,drone_2
1051,drone_3,drone_4
1052,drone_0,drone_1
1052,drone_0,drone_2
1052,drone_1,drone_2
1052,drone_3,drone_4
1053,drone_0,drone_1
1053,drone_0,drone_2
1053,drone_3,drone_4
1054,drone_0,drone_1
1054,drone_0,drone_2
1054,drone_3,drone_4
1055,drone_0,drone_1
1055,drone_0,drone_2
1055,drone_3,drone_4
1056,drone_0,drone_1
1056,drone_0,drone_2
1056,drone_3,drone_4
1057,drone_0,drone_1
1057,drone_0,drone_2
1057,drone_3,drone_4
1058,drone_0,drone_1
1058,drone_0,drone_2
1058,drone_2,drone_4
1058,drone_3,drone_4
1059,drone_0,drone_1
1059,drone_2,drone_3
1059,drone_2,drone_4
1059,drone_3,drone_4
1060,drone_0,drone_1
1060,drone_2,drone_3
1060,drone_2,drone_4
1060,drone_3,drone_4
1061,drone_0,drone_1
1061,drone_2,drone_3
1061,drone_2,drone_4
1061,drone_3,drone_4
1062,drone_0,drone_1
1062,drone_2,drone_3
1062,drone_2,drone_4
1062,drone_3,drone_4
1063,drone_0,drone_1
1063,drone_2,drone_3
1063,drone_2,drone_4
1063,drone_3,drone_4
1064,drone_0,drone_1
1064,drone_2,drone_3
1064,drone_2,drone_4
1064,drone_3,drone_4
1065,drone_0,drone_1
1065,drone_2,drone_3
1065,drone_2,drone_4
1065,drone_3,drone_4
1066,drone_0,drone_1
1066,drone_2,drone_3
1066,drone_2,drone_4
1066,drone_3,drone_4
1067,drone_0,drone_1
1067,drone_2,drone_3
1067,drone_2,drone_4
1067,drone_3,drone_4
1068,drone_0,drone_1
1068,drone_2,drone_3
1068,drone_2,drone_4
1068,drone_3,drone_4
1069,drone_0,drone_1
1069,drone_2,drone_3
1069,drone_2,drone_4
1069,drone_3,drone_4
1070,drone_0,drone_1
1070,drone_2,drone_3
1070,drone_2,drone_4
1070,drone_3,drone_4
1071,drone_0,drone_1
1071,drone_2,drone_3
1071,drone_2,drone_4
1071,drone_3,drone_4
1072,drone_0,drone_1
1072,drone_2,drone_4
1072,drone_3,drone_4
1073,drone_0,drone_1
1073,drone_2,drone_4
1073,drone_3,drone_4
1074,drone_0,drone_1
1074,drone_2,drone_4
1074,drone_3,drone_4
1075,drone_0,drone_1
1075,drone_2,drone_4
1075,drone_3,drone_4
1076,drone_0,drone_1
1076,drone_2,drone_4
1076,drone_3,drone_4
1077,drone_0,drone_1
1077,drone_2,drone_4
1077,drone_3,drone_4
1078,drone_0,drone_1
1078,drone_2,drone_4
1078,drone_3,drone_4
1079,drone_0,drone_1
1079,drone_2,drone_4
1079,drone_3,drone_4
1080,drone_0,drone_1
1080,drone_2,drone_4
1080,drone_3,drone_4
1081,drone_0,drone_1
1081,drone_2,drone_4
1081,drone_3,drone_4
1082,drone_0,drone_1
1082,drone_2,drone_4
1082,drone_3,drone_4
1083,drone_0,drone_1
1083,drone_2,drone_4
1083,drone_3,drone_4
1084,drone_0,drone_1
1084,drone_3,drone_4
1085,drone_0,drone_1
1085,drone_3,drone_4
1086,drone_0,drone_1
1086,drone_3,drone_4
1087,drone_0,drone_1
1087,drone_3,drone_4
1088,drone_0,drone_1
1088,drone_3,drone_4
1089,drone_0,drone_1
1089,drone_3,drone_4
1090,drone_0,drone_1
1090,drone_3,drone_4
1091,drone_0,drone_1
1091,drone_3,drone_4
1092,drone_0,drone_1
1092,drone_3,drone_4
1093,drone_0,drone_1
1093,drone_3,drone_4
1094,drone_0,drone_1
1094,drone_3,drone_4
1095,drone_0,drone_1
1095,drone_3,drone_4
1096,drone_0,drone_1
1096,drone_3,drone_4
1097,drone_0,drone_1
1097,drone_3,drone_4
1098,drone_0,drone_1
1098,drone_3,drone_4
1099,drone_0,drone_1
1099,drone_3,drone_4
1100,drone_0,drone_1
1100,drone_3,drone_4
1101,drone_0,drone_1
1101,drone_3,drone_4
1102,drone_0,drone_1
1102,drone_3,drone_4
1103,drone_0,drone_1
1103,drone_3,drone_4
1104,drone_0,drone_1
1104,drone_3,drone_4
1105,drone_0,drone_1
1105,drone_3,drone_4
1106,drone_0,drone_1
1106,drone_3,drone_4
1107,drone_0,drone_1
1107,drone_3,drone_4
1108,drone_0,drone_1
1108,drone_3,drone_4
1109,drone_0,drone_1
1109,drone_3,drone_4
1110,drone_0,drone_1
1110,drone_3,drone_4
1111,drone_0,drone_1
1111,drone_3,drone_4
1112,drone_0,drone_1
1112,drone_3,drone_4
1113,drone_0,drone_1
1113,drone_3,drone_4
1114,drone_0,drone_1
1114,drone_3,drone_4
1115,drone_0,drone_1
1115,drone_3,drone_4
1116,drone_0,drone_1
1116,drone_3,drone_4
1117,drone_0,drone_1
1117,drone_3,drone_4
1118,drone_0,drone_1
1118,drone_3,drone_4
1119,drone_0,drone_1
1119,drone_3,drone_4
1120,drone_0,drone_1
1120,drone_3,drone_4
1121,drone_0,drone_1
1121,drone_3,drone_4
1122,drone_0,drone_1
1122,drone_3,drone_4
1123,drone_0,drone_1
1123,drone_3,drone_4
1124,drone_0,drone_1
1124,drone_3,drone_4
1125,drone_0,drone_1
1125,drone_3,drone_4
1126,drone_0,drone_1
1126,drone_3,drone_4
1127,drone_0,drone_1
1127,drone_3,drone_4
1128,drone_0,drone_1
1128,drone_3,drone_4
1129,drone_0,drone_1
1129,drone_3,drone_4
1130,drone_0,drone_1
1130,drone_3,drone_4
1131,drone_0,drone_1
1131,drone_3,drone_4
1132,drone_0,drone_1
1132,drone_3,drone_4
1133,drone_0,drone_1
1133,drone_3,drone_4
1134,drone_0,drone_1
1134,drone_3,drone_4
1135,drone_0,drone_1
1135,drone_3,drone_4
1136,drone_0,drone_1
1136,drone_3,drone_4
1137,drone_0,drone_1
1137,drone_3,drone_4
1138,drone_0,drone_1
1138,drone_3,drone_4
1139,drone_0,drone_1
1139,drone_3,drone_4
1140,drone_0,drone_1
1140,drone_3,drone_4
1141,drone_0,drone_1
1141,drone_3,drone_4
1142,drone_0,drone_1
1142,drone_3,drone_4
1143,drone_0,drone_1
1143,drone_3,drone_4
1144,drone_0,drone_1
1144,drone_3,drone_4
1145,drone_0,drone_1
1145,drone_3,drone_4
1146,drone_0,drone_1
1146,drone_3,drone_4
1147,drone_0,drone_1
1147,drone_3,drone_4
1148,drone_0,drone_1
1148,drone_3,drone_4
1149,drone_0,drone_1
1149,drone_3,drone_4
1150,drone_0,drone_1
1150,drone_3,drone_4
1151,drone_0,drone_1
1151,drone_3,drone_4
1152,drone_0,drone_1
1152,drone_3,drone_4
1153,drone_0,drone_1
1153,drone_3,drone_4
1154,drone_0,drone_1
1154,drone_3,drone_4
1155,drone_0,drone_1
1155,drone_3,drone_4
1156,drone_0,drone_1
1156,drone_3,drone_4
1157,drone_0,drone_1
1157,drone_3,drone_4
1158,drone_0,drone_1
1158,drone_3,drone_4
1159,drone_0,drone_1
1159,drone_3,drone_4
1160,drone_0,drone_1
1160,drone_3,drone_4
1161,drone_0,drone_1
1161,drone_3,drone_4
1162,drone_0,drone_1
1162,drone_3,drone_4
1163,drone_0,drone_1
1163,drone_3,drone_4
1164,drone_0,drone_1
1164,drone_3,drone_4
1165,drone_0,drone_1
1165,drone_3,drone_4
1166,drone_0,drone_1
1166,drone_3,drone_4
1167,drone_0,drone_1
1167,drone_3,drone_4
1168,drone_0,drone_1
1168,drone_3,drone_4
1169,drone_0,drone_1
1169,drone_3,drone_4
1170,drone_0,drone_1
1170,drone_3,drone_4
1171,drone_0,drone_1
1171,drone_3,drone_4
1172,drone_0,drone_1
1172,drone_3,drone_4
1173,drone_0,drone_1
1173,drone_3,drone_4
1174,drone_0,drone_1
1174,drone_3,drone_4
1175,drone_0,drone_1
1175,drone_3,drone_4
1176,drone_0,drone_1
1176,drone_3,drone_4
1177,drone_0,drone_1
1177,drone_3,drone_4
1178,drone_0,drone_1
1178,drone_3,drone_4
1179,drone_0,drone_1
1179,drone_3,drone_4
1180,drone_0,drone_1
1180,drone_3,drone_4
1181,drone_0,drone_1
1181,drone_3,drone_4
1182,drone_0,drone_1
1182,drone_3,drone_4
1183,drone_0,drone_1
1183,drone_3,drone_4
1184,drone_0,drone_1
1184,drone_3,drone_4
1185,drone_0,drone_1
1185,drone_3,drone_4
1186,drone_0,drone_1
1186,drone_3,drone_4
1187,drone_0,drone_1
1187,drone_3,drone_4
1188,drone_0,drone_1
1188,drone_3,drone_4
1189,drone_0,drone_1
1189,drone_3,drone_4
1190,drone_0,drone_1
1190,drone_3,drone_4
1191,drone_0,drone_1
1191,drone_3,drone_4
1192,drone_0,drone_1
1192,drone_3,drone_4
1193,drone_0,drone_1
